Year,Gender,Race,Caucasian,Age_Cat,Inc_Cat,Own_Rent,Garbage,Recycle,Drk_Wtr,Yrd_Fd_Wst,Sewer,Strm_Wtr
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,NA,3,2,2,2,2
2003,Female,Asian,Person of Color,18-34,NA,Own,3,3,3,2,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,NA,3,2,2,2,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,2,2,2,3,2,2
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,3,3,3,3,1,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,NA,2,2,3,3,3
2003,Female,Some other race?,Person of Color,18-34,NA,Own,2,2,3,2,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,2,2,2,2,NA,2
2003,Female,Black or African American,Person of Color,55+,NA,Rent,1,3,3,2,3,3
2003,Female,Some other race?,Person of Color,35-54,NA,Own,2,3,3,3,NA,3
2003,Male,Some other race?,Person of Color,18-34,NA,Rent,1,2,2,3,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,NA,2,3,2,2,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,18-34,NA,Own,3,3,3,3,2,3
2003,Male,Some other race?,Person of Color,55+,NA,Own,1,2,2,2,1,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,3,3,3,NA,2,NA
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,1,2,2,1,1,1
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,2,3,2,3,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,1,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,18-34,NA,Own,2,1,2,2,1,2
2003,Female,Asian,Person of Color,18-34,NA,Rent,2,3,2,2,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,2,3,3,3,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,3,2,3,NA,NA,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,2,2,2,2,1,2
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,NA,3,3,3,2,3
2003,Female,Some other race?,Person of Color,35-54,NA,Own,3,3,3,3,1,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,3,3,3,1,2,1
2003,Female,White or Caucasian,Caucasian,18-34,NA,NA,3,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,NA,3,3,2,2,2
2003,Male,White or Caucasian,Caucasian,18-34,NA,Own,2,2,2,3,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,3,3,2,3,1,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,NA,NA,2,3,2,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,2,2,3,2,3,2
2003,Male,Asian,Person of Color,18-34,NA,Rent,2,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,2,3
2003,Male,Black or African American,Person of Color,18-34,NA,Own,3,2,3,3,3,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,2,3,2,2,NA,NA
2003,Male,Black or African American,Person of Color,18-34,NA,Rent,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,2,1,3,2,NA,3
2003,Female,Black or African American,Person of Color,55+,NA,Own,2,1,2,1,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,3,3
2003,Female,Black or African American,Person of Color,18-34,NA,Rent,3,3,2,3,1,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,1,3,3,2,1,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,NA,3,3,2,2,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,2,2,3,2,3,2
2003,Female,Black or African American,Person of Color,55+,NA,Own,3,2,2,2,2,2
2003,Male,Black or African American,Person of Color,18-34,NA,Rent,2,3,2,2,2,2
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,2,3,2,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,2,3,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,3,2,3,3,3,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,3,3,3,2,NA,NA
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,1,2,2
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,NA,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,2,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,NA,2,2,2,1,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,2,2
2003,Male,Some other race?,Person of Color,35-54,NA,Rent,2,2,1,2,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,3,3,3,NA,3,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,1,3
2003,Male,Black or African American,Person of Color,35-54,NA,Own,3,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,NA,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,1,3,3,3,2,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,2,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,NA,2,2,3,2,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,2,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,2,2,3
2003,Male,Some other race?,Person of Color,35-54,NA,Own,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,3,2,3,NA,2,3
2003,Female,Some other race?,Person of Color,18-34,NA,Rent,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,2,3,2,2,2,2
2003,Female,Asian,Person of Color,18-34,NA,Rent,2,2,3,2,2,2
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,NA,3,3,2,2,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Rent,2,3,3,3,2,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,2,2,3
2003,Male,Some other race?,Person of Color,18-34,NA,Rent,2,2,2,2,2,3
2003,Female,Some other race?,Person of Color,18-34,NA,Rent,NA,2,2,2,NA,2
2003,Female,Some other race?,Person of Color,18-34,NA,Rent,2,2,2,1,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,2,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,2,2,1,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,2,NA,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,2,3,3,2,NA,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,3,3,3,2,2,3
2003,Female,Black or African American,Person of Color,55+,NA,Own,2,2,3,2,2,3
2003,Female,Some other race?,Person of Color,55+,NA,NA,3,3,3,2,2,2
2003,Female,Some other race?,Person of Color,35-54,NA,Own,2,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,2,3,3,2,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,2,2,3,2,2,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Own,2,2,3,2,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,2,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,NA,2,2,2,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,1,2,2
2003,Male,Some other race?,Person of Color,35-54,NA,Own,1,2,1,2,2,1
2003,Female,Some other race?,Person of Color,35-54,NA,Own,2,2,3,2,2,1
2003,Female,Some other race?,Person of Color,35-54,NA,Own,3,3,2,2,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,2,3,3,2,2,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,3,3,3,3,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,NA,3,3,3,3,3
2003,Female,Black or African American,Person of Color,35-54,NA,Rent,3,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,3,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,2,3,3,2,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,2,3,3,2,3,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,NA,2,2,1,1,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,3,3,2,3,3,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,3,3,2,3,2,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Rent,3,3,3,3,3,3
2003,Male,Some other race?,Person of Color,35-54,NA,Rent,2,2,2,2,2,2
2003,Male,Asian,Person of Color,18-34,NA,Own,1,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,2,3,3,3,2,3
2003,Male,Some other race?,Person of Color,35-54,NA,Own,NA,2,2,1,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,2,3,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,2,3,3,3,1,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,NA,2,3,2,2,3
2003,Male,Some other race?,Person of Color,55+,NA,Rent,NA,3,3,3,3,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,2,3,2,1,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,2,2,2,2,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,NA,NA,2,NA,NA,NA
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,NA,NA,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,3,3,3,3,3
2003,Female,Some other race?,Person of Color,18-34,NA,Rent,NA,3,3,NA,NA,3
2003,Male,Some other race?,Person of Color,18-34,NA,Own,2,2,3,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,NA,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,1,3,3,3,1,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,2,3,3,3,2,3
2003,Male,Some other race?,Person of Color,35-54,NA,Own,2,2,2,3,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,3,3,2,3,3,3
2003,Female,Some other race?,Person of Color,55+,NA,Own,3,3,2,3,NA,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,2,2,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Own,3,2,3,2,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,2,2
2003,Female,Some other race?,Person of Color,55+,NA,Own,2,2,2,2,2,2
2003,Male,Black or African American,Person of Color,35-54,NA,Rent,NA,NA,3,NA,NA,NA
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,NA,3,3,2,NA,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,NA,3,3,NA,3,NA
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,NA,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,2,3,2,2,2,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Own,3,2,1,2,3,1
2003,Male,White or Caucasian,Caucasian,18-34,NA,Own,1,1,3,3,2,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,1,1,2,1,3,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,2,2,3,3,2,3
2003,Female,Asian,Person of Color,35-54,NA,Own,3,3,3,3,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,3,2,2,3,1,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,2,2
2003,Male,Some other race?,Person of Color,55+,NA,Own,3,3,2,3,3,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,2,3,3,3,3,3
2003,Female,Some other race?,Person of Color,55+,NA,Own,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,1,1,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,NA,1,3,2,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,NA,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,2,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,2,3
2003,Male,Some other race?,Person of Color,55+,NA,Own,2,2,3,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,NA,2,3,2,NA,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,2,3,2,2,2,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,2,2,2,2,1,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,2,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,3,3,3,2,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,2,NA,3
2003,Female,Black or African American,Person of Color,18-34,NA,Rent,NA,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,3,2,2,1,2,2
2003,Male,Black or African American,Person of Color,35-54,NA,Rent,2,1,2,1,2,2
2003,Female,Asian,Person of Color,35-54,NA,Own,2,2,2,NA,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,NA,3
2003,Female,Some other race?,Person of Color,18-34,NA,Own,NA,3,3,NA,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,NA,NA,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,2,3,2,NA,2
2003,Female,Black or African American,Person of Color,35-54,NA,Own,3,3,3,2,2,2
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,1,3,3,3,3,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,1,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Rent,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,2,3,3,3,2,3
2003,Female,Some other race?,Person of Color,18-34,NA,Own,3,2,3,3,NA,3
2003,Female,Some other race?,Person of Color,55+,NA,Own,3,3,3,3,3,3
2003,Female,Asian,Person of Color,18-34,NA,Rent,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,2,2,1,2,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,NA,NA,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,NA,3,NA,3,NA,NA
2003,Female,Some other race?,Person of Color,55+,NA,Own,3,3,3,NA,NA,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,NA,3,2,2,2,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,NA,3,3,2,2,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,2,2,3,2,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,2,3,3
2003,Female,Some other race?,Person of Color,35-54,NA,Own,2,2,3,2,2,2
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,2,2,2,1,2,2
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,NA,3,3,NA,NA,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,2,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,1,2,2,1,2,3
2003,Female,Asian,Person of Color,55+,NA,Rent,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,2,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,3,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,2,3,3,3,3
2003,Male,Some other race?,Person of Color,18-34,NA,Own,1,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,1,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,3,3,3,2,NA,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,NA,3,2,3,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,2,3
2003,Female,Asian,Person of Color,18-34,NA,Own,3,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,1,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,3,3
2003,Male,Asian,Person of Color,35-54,NA,Rent,3,2,2,2,2,3
2003,Male,Black or African American,Person of Color,55+,NA,Own,3,3,2,2,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,3,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Own,3,2,3,2,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,NA,NA,2,2,2,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,1,2,2,1,2,1
2003,Male,Some other race?,Person of Color,18-34,NA,Rent,1,3,2,2,3,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,2,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Own,NA,1,3,3,1,3
2003,Female,Black or African American,Person of Color,55+,NA,Rent,3,3,3,2,3,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,NA,3,3,NA,2,3
2003,Male,Black or African American,Person of Color,55+,NA,Own,3,3,3,2,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,1,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,NA,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,NA,1,3,NA,NA,NA
2003,Female,Some other race?,Person of Color,35-54,NA,Rent,1,3,2,2,3,3
2003,Female,Black or African American,Person of Color,35-54,NA,Own,NA,3,2,NA,NA,NA
2003,Male,White or Caucasian,Caucasian,55+,NA,Rent,1,2,3,1,1,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,NA,2,2,2,2,2
2003,Male,Black or African American,Person of Color,18-34,NA,Rent,1,2,2,2,1,1
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,1,3,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,2,3,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,2,3,2,1,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,NA,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,3,3,2,2,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,1,2
2003,Male,Black or African American,Person of Color,35-54,NA,Own,3,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Own,1,2,3,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,2,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,2,1,NA,NA
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,2,3
2003,Female,Some other race?,Person of Color,18-34,NA,Rent,NA,2,2,2,2,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,NA,3,3,2,2,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,NA,NA,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,3,3,3,2,2,2
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,2,2,3,2,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,1,2,1,2,2
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,2,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,2,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,2,3,3,2,2,3
2003,Female,Some other race?,Person of Color,35-54,NA,Own,2,1,2,2,2,2
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,2,3,3,3,NA,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,NA,2,3,3,2,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,NA,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,NA,3,3,2,NA,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,2,3,3,2,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,NA,3,3,3,NA,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Own,1,3,3,1,1,3
2003,Male,Some other race?,Person of Color,35-54,NA,Rent,2,1,3,3,NA,3
2003,Female,Some other race?,Person of Color,18-34,NA,Rent,NA,3,3,3,NA,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,2,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Rent,2,3,2,3,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,2,2,2,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,NA,3,3,2,3,3
2003,Female,Black or African American,Person of Color,18-34,NA,Rent,2,2,2,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,2,2,2,2,2
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,2,2,2,1,NA,2
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,NA,3,3,3,NA,2
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,2,2,3,3,NA,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,2,3,3,2,2,3
2003,Male,Some other race?,Person of Color,18-34,NA,Rent,1,2,2,NA,2,2
2003,Female,Black or African American,Person of Color,35-54,NA,Own,3,3,3,2,NA,3
2003,Female,Asian,Person of Color,35-54,NA,Own,2,2,3,NA,2,2
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,NA,2,2,1,1,2
2003,Male,Some other race?,Person of Color,35-54,NA,Rent,NA,2,2,NA,2,2
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,NA,NA,3,NA,1,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,3,3,3,NA,NA,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,3,3,2,NA,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,3,3,3,3,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,2,3,3,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,2,2,3,2,2,2
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,1,2,3,2,3,3
2003,Female,Asian,Person of Color,18-34,NA,Own,3,2,3,2,2,3
2003,Male,Asian,Person of Color,55+,NA,Own,3,3,3,2,2,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,3,2,3,2,2,2
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,3,3,3,3,3,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Own,3,3,2,NA,NA,2
2003,Male,Some other race?,Person of Color,18-34,NA,Rent,2,3,2,3,3,3
2003,Male,Some other race?,Person of Color,35-54,NA,Own,3,3,2,2,NA,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,2,3,2,2,NA,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Rent,3,3,3,3,2,3
2003,Male,White or Caucasian,Caucasian,18-34,NA,Rent,NA,1,2,2,2,2
2003,Female,White or Caucasian,Caucasian,35-54,NA,Own,2,3,3,3,2,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Rent,2,2,3,2,2,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,3,3,3,3,3,3
2003,Female,White or Caucasian,Caucasian,18-34,NA,Own,2,3,2,2,NA,3
2003,Male,White or Caucasian,Caucasian,55+,NA,Rent,2,2,3,2,2,3
2003,Female,White or Caucasian,Caucasian,55+,NA,Own,2,2,3,3,3,3
2003,Male,White or Caucasian,Caucasian,35-54,NA,Own,1,2,3,2,NA,3
2003,Female,White or Caucasian,Caucasian,35-54,NA,Rent,NA,2,2,2,NA,3
